# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (mm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
4.366,256.136,48.151,-13.958,48.572,13.958,25.133,0.005,25.133,0.01,6.385,0.041,28.61,-80.6,9.791,0.484,0,-1.553,0.01,469.999,33,0.008,0,346.721,225.504,1.943,0.144,1496040.558,0,1.929,0.441,0.442,0.186,0.133,0.123,0.077,0.149,0,0,0,0,0,-0,0.006,62.4,30.582,79.644,0.012,1.994,13.335,983.21,339.38,0.014,0.067
4.381,256.837,47.947,-13.902,48.37,13.902,25.226,0.005,25.226,0.01,6.384,0.158,28.61,-80.6,9.791,0.403,0,2.141,0.003,469.999,33,0.008,0,346.862,225.504,1.945,0.143,1489987.739,0,1.913,0.441,0.442,0.186,0.133,0.123,0.064,0.124,-0,0,0,0,0,0,0.006,62.4,30.582,79.649,0.013,2.026,13.331,983.127,339.377,0.015,0.067
4.399,257.682,47.702,-13.819,48.127,13.824,25.339,0.005,25.339,0.01,6.379,0.377,28.61,-80.6,9.791,0.245,0,5.338,0.017,469.999,33,0.008,0,347.137,225.504,1.949,0.143,1482691.773,0,1.893,0.441,0.441,0.186,0.133,0.123,0.039,0.075,0,0,0,0,0,0,0.006,62.4,30.582,79.719,0.015,2.064,13.325,983.028,339.374,0.018,0.068
4.425,258.94,47.338,-13.712,47.764,13.725,25.508,0.005,25.508,0.01,6.366,0.614,28.61,-80.6,9.791,0.063,0,7.491,0.11,469.999,33,0.008,0,347.454,225.504,1.954,0.142,1471239.373,0,1.864,0.441,0.441,0.186,0.133,0.123,0.01,0.019,-0,0,0,0,0,0,0.006,62.4,30.582,79.898,0.017,2.018,13.317,982.881,339.369,0.026,0.068
4.465,260.811,46.796,-13.549,47.223,13.587,25.76,0.005,25.76,0.011,6.334,1.022,28.61,-80.6,9.791,0.258,0,-5.552,-0.022,469.999,33,0.008,0,347.102,225.504,1.949,0.14,1454430.643,0,1.821,0.441,0.441,0.186,0.133,0.123,0.041,0.079,0,0,0,0,0,-0,0.006,62.4,30.582,80.183,0.018,1.999,13.305,982.661,339.362,0.04,0.068
4.492,262.054,46.436,-13.45,46.862,13.51,25.929,0.005,25.929,0.011,6.302,1.266,28.61,-80.6,9.791,0.453,0,-0.257,-0.015,469.999,33,0.008,0,346.755,225.504,1.943,0.139,1443562.694,0,1.795,0.441,0.441,0.186,0.132,0.123,0.072,0.14,0,0,0,0,0,-0,0.006,62.4,30.582,80.265,0.018,2.051,13.297,982.515,339.357,0.027,0.068
4.508,262.811,46.217,-13.409,46.642,13.472,26.032,0.005,26.032,0.011,6.281,1.296,28.61,-80.6,9.791,0.483,0,3.958,-0.003,469.999,33,0.008,0,346.7,225.504,1.942,0.138,1436889.011,0,1.778,0.441,0.441,0.186,0.132,0.122,0.077,0.149,0,0,0,0,0,0,0.006,62.4,30.582,80.233,0.018,2.077,13.292,982.427,339.354,0.016,0.069
4.524,263.542,46.004,-13.385,46.429,13.441,26.131,0.005,26.131,0.011,6.261,1.224,28.61,-80.6,9.791,0.434,0,7.758,0.007,469.999,33,0.008,0,346.784,225.504,1.944,0.138,1430405.149,0,1.762,0.441,0.441,0.186,0.132,0.122,0.069,0.133,0,0,0,0,0,0,0.006,62.4,30.582,80.139,0.017,2.095,13.287,982.341,339.351,0.016,0.069
4.542,264.362,45.765,-13.372,46.189,13.414,26.243,0.005,26.243,0.011,6.241,1.064,28.61,-80.6,9.791,0.315,0,11.241,0.011,469.999,33,0.008,0,346.99,225.504,1.947,0.137,1423113.737,0,1.743,0.441,0.441,0.186,0.132,0.122,0.05,0.097,0,0,0,0,0,0,0.006,62.4,30.582,79.967,0.016,2.115,13.282,982.245,339.348,0.018,0.069
4.567,265.502,45.431,-13.376,45.855,13.395,26.398,0.005,26.398,0.011,6.218,0.72,28.61,-80.6,9.791,0.045,0,13.567,-0.004,469.999,33,0.008,0,347.463,225.504,1.954,0.136,1412799.474,0,1.717,0.441,0.441,0.186,0.132,0.122,0.007,0.014,0,0,0,0,0,0,0.006,62.4,30.582,79.648,0.014,2.113,13.274,982.111,339.343,0.025,0.069
4.604,267.195,44.929,-13.385,45.355,13.387,26.631,0.005,26.631,0.011,6.201,0.249,28.61,-80.6,9.791,0.338,-0,-10.051,0.035,469.999,33,0.008,0,346.939,225.504,1.946,0.135,1397303.058,0,1.68,0.441,0.441,0.186,0.132,0.122,0.054,0.104,0,0,0,0,0,-0,0.006,62.4,30.582,79.177,0.012,2.091,13.263,981.912,339.336,0.037,0.07
4.626,268.179,44.635,-13.373,45.064,13.373,26.767,0.005,26.767,0.011,6.198,0.085,28.61,-80.6,9.791,0.476,0,-5.725,0.01,469.999,33,0.008,0,346.694,225.504,1.942,0.134,1388341.245,0,1.659,0.441,0.441,0.186,0.132,0.122,0.076,0.147,-0,0,0,0,0,-0,0.006,62.4,30.582,78.999,0.011,2.091,13.257,981.797,339.333,0.022,0.07
4.643,268.936,44.408,-13.34,44.839,13.34,26.873,0.005,26.873,0.011,6.197,0.071,28.61,-80.6,9.791,0.49,0,-1.654,0.002,469.999,33,0.008,0,346.667,225.504,1.942,0.133,1381418.878,0,1.642,0.44,0.441,0.186,0.132,0.122,0.078,0.151,0,0,0,0,0,-0,0.006,62.4,30.582,78.937,0.012,2.091,13.252,981.708,339.33,0.017,0.07
4.66,269.683,44.184,-13.293,44.616,13.293,26.977,0.005,26.977,0.011,6.196,0.13,28.61,-80.6,9.791,0.441,0,2.135,0.011,469.999,33,0.008,0,346.75,225.504,1.943,0.132,1374554.42,0,1.626,0.44,0.441,0.186,0.132,0.122,0.07,0.136,-0,0,0,0,0,0,0.006,62.4,30.582,78.943,0.012,2.086,13.247,981.621,339.327,0.017,0.07
4.679,270.519,43.932,-13.224,44.366,13.227,27.095,0.005,27.095,0.011,6.192,0.267,28.61,-80.6,9.791,0.323,0,5.62,0.001,469.999,33,0.008,0,346.953,225.504,1.946,0.132,1366825.002,0,1.607,0.44,0.44,0.186,0.132,0.122,0.051,0.1,0,0,0,0,0,0,0.006,62.4,30.582,79.02,0.013,2.076,13.242,981.523,339.323,0.019,0.07
4.705,271.668,43.586,-13.115,44.022,13.127,27.257,0.005,27.257,0.011,6.181,0.542,28.61,-80.6,9.791,0.08,0,8.081,-0,469.999,33,0.008,0,347.38,225.504,1.953,0.131,1356197.629,0,1.581,0.44,0.44,0.186,0.132,0.122,0.013,0.024,0,0,0,0,0,0,0.006,62.4,30.582,79.209,0.015,2.067,13.234,981.388,339.319,0.026,0.071
4.745,273.376,43.073,-12.959,43.51,12.994,27.5,0.005,27.5,0.011,6.151,0.961,28.61,-80.6,9.791,0.306,0,-5.39,-0.024,469.999,33,0.008,0,346.975,225.504,1.947,0.129,1340530.638,0,1.545,0.44,0.44,0.186,0.132,0.122,0.048,0.094,0,0,0,0,0,-0,0.006,62.4,30.582,79.505,0.018,2.087,13.223,981.188,339.312,0.039,0.071
4.771,274.512,42.731,-12.871,43.167,12.924,27.663,0.005,27.663,0.011,6.122,1.168,28.61,-80.6,9.791,0.502,0,-0.645,-0.009,469.999,33,0.008,0,346.626,225.504,1.941,0.128,1330171.202,0,1.522,0.44,0.44,0.186,0.132,0.122,0.08,0.154,-0,0,0,0,0,-0,0.006,62.4,30.582,79.592,0.02,2.12,13.216,981.054,339.308,0.026,0.071
4.789,275.256,42.506,-12.831,42.942,12.887,27.769,0.005,27.769,0.011,6.101,1.206,28.61,-80.6,9.791,0.545,0,3.56,-0.007,469.999,33,0.008,0,346.55,225.504,1.94,0.128,1323389.487,0,1.507,0.44,0.44,0.186,0.132,0.122,0.087,0.168,0,0,0,0,0,0,0.006,62.4,30.582,79.566,0.02,2.146,13.211,980.967,339.305,0.017,0.071
4.805,275.957,42.295,-12.806,42.729,12.858,27.87,0.005,27.87,0.011,6.081,1.161,28.61,-80.6,9.791,0.511,0,7.468,-0.007,469.999,33,0.008,0,346.606,225.504,1.941,0.127,1316979.107,0,1.492,0.44,0.44,0.186,0.132,0.122,0.081,0.157,0,0,0,0,0,0,0.005,62.4,30.582,79.474,0.02,2.169,13.206,980.885,339.302,0.017,0.072
4.823,276.707,42.067,-12.792,42.502,12.834,27.978,0.006,27.978,0.011,6.061,1.04,28.61,-80.6,9.791,0.407,0,11.053,-0.017,469.999,33,0.008,0,346.786,225.504,1.944,0.126,1310096.139,0,1.476,0.44,0.44,0.186,0.132,0.122,0.065,0.125,0,0,0,0,0,0,0.005,62.4,30.582,79.308,0.02,2.191,13.201,980.797,339.299,0.018,0.072
4.845,277.656,41.777,-12.789,42.212,12.815,28.115,0.006,28.115,0.011,6.04,0.818,28.61,-80.6,9.791,0.204,0,14.021,-0.012,469.999,33,0.008,0,347.14,225.504,1.949,0.126,1301355.394,0,1.455,0.44,0.44,0.186,0.132,0.122,0.032,0.062,0,0,0,0,0,0.001,0.005,62.4,30.582,79.018,0.018,2.219,13.195,980.686,339.295,0.023,0.072
4.879,279.068,41.343,-12.816,41.779,12.821,28.32,0.006,28.32,0.011,6.021,0.347,28.61,-80.6,9.791,0.244,0,-13.505,-0.017,469.999,33,0.008,0,347.064,225.504,1.948,0.124,1287786.155,0,1.425,0.44,0.44,0.186,0.132,0.122,0.039,0.076,0,0,0,0,0,-0.001,0.005,62.4,30.582,78.528,0.014,2.173,13.186,980.52,339.29,0.034,0.072
4.915,280.546,40.881,-12.815,41.322,12.815,28.536,0.006,28.536,0.011,6.016,0.044,28.61,-80.6,9.791,0.543,0,-6.887,-0.021,469.999,33,0.008,0,346.536,225.504,1.94,0.123,1273614.483,0,1.395,0.44,0.44,0.186,0.132,0.122,0.086,0.168,-0,0,0,0,0,-0,0.005,62.4,30.582,78.145,0.01,2.144,13.176,980.347,339.284,0.036,0.073
4.932,281.243,40.662,-12.793,41.105,12.793,28.639,0.006,28.639,0.011,6.016,0.009,28.61,-80.6,9.791,0.582,0,-2.9,-0.009,469.999,33,0.008,0,346.465,225.504,1.938,0.122,1267024.948,0,1.38,0.44,0.44,0.186,0.132,0.122,0.093,0.18,0,0,0,0,0,-0,0.005,62.4,30.582,78.061,0.009,2.151,13.172,980.265,339.281,0.017,0.073
4.949,281.927,40.447,-12.75,40.892,12.75,28.74,0.006,28.74,0.012,6.015,0.063,28.61,-80.6,9.791,0.53,0,0.92,-0.008,469.999,33,0.008,0,346.553,225.504,1.94,0.122,1260544.266,0,1.366,0.439,0.44,0.186,0.131,0.122,0.084,0.163,0,0,0,0,0,0,0.005,62.4,30.582,78.046,0.008,2.158,13.167,980.185,339.278,0.017,0.073
4.968,282.682,40.209,-12.706,40.656,12.707,28.853,0.006,28.853,0.012,6.014,0.097,28.61,-80.6,9.791,0.493,0,4.78,-0.015,469.999,33,0.008,0,346.615,225.504,1.941,0.121,1252966.455,0,1.349,0.439,0.44,0.186,0.131,0.122,0.078,0.152,0,0,0,0,0,0,0.005,62.4,30.582,78.101,0.008,2.098,13.163,980.096,339.275,0.019,0.074
4.988,283.499,39.95,-12.644,40.4,12.646,28.976,0.006,28.976,0.012,6.011,0.2,28.61,-80.6,9.791,0.383,0,8.357,-0.01,469.999,33,0.008,0,346.805,225.504,1.944,0.12,1244721.342,0,1.331,0.439,0.44,0.186,0.131,0.122,0.061,0.118,0,0,0,0,0,0,0.005,62.4,30.582,78.237,0.009,2.03,13.157,980,339.272,0.02,0.074
5.015,284.558,39.615,-12.528,40.067,12.539,29.135,0.006,29.135,0.012,6.002,0.522,28.61,-80.6,9.791,0.039,0,10.967,-0.142,469.999,33,0.008,0,347.41,225.504,1.954,0.119,1234528.149,0,1.308,0.439,0.439,0.186,0.131,0.122,0.006,0.012,-0,0,0,0,0,0,0.005,62.4,30.582,78.503,0.012,2.03,13.15,979.876,339.268,0.027,0.074
5.055,286.13,39.118,-12.358,39.571,12.403,29.375,0.006,29.375,0.012,5.969,1.053,28.61,-80.6,9.791,0.541,0,-6.29,0.002,469.999,33,0.008,0,346.52,225.504,1.939,0.118,1219924.641,0,1.279,0.439,0.44,0.186,0.131,0.122,0.086,0.167,-0,0,0,0,0,-0,0.005,62.4,30.582,78.881,0.018,2.129,13.14,979.692,339.262,0.04,0.074
5.073,286.846,38.892,-12.295,39.344,12.357,29.484,0.006,29.484,0.012,5.948,1.234,28.61,-80.6,9.791,0.744,0,-1.957,-0.01,469.999,33,0.008,0,346.165,225.504,1.934,0.117,1213192.838,0,1.265,0.439,0.44,0.186,0.131,0.122,0.119,0.229,-0,0,0,0,0,-0,0.005,62.4,30.582,78.96,0.02,2.168,13.135,979.608,339.259,0.018,0.075
5.088,287.404,38.716,-12.262,39.167,12.329,29.569,0.006,29.569,0.012,5.93,1.289,28.61,-80.6,9.791,0.813,0,2.25,-0.015,469.999,33,0.008,0,346.045,225.504,1.932,0.117,1207943.07,0,1.255,0.439,0.44,0.186,0.131,0.122,0.13,0.25,0,0,0,0,0,0,0.005,62.4,30.582,78.958,0.021,2.198,13.132,979.542,339.257,0.014,0.075
5.101,287.916,38.553,-12.24,39.004,12.307,29.648,0.006,29.648,0.012,5.912,1.283,28.61,-80.6,9.791,0.815,0,6.275,-0.018,469.999,33,0.008,0,346.039,225.504,1.932,0.116,1203080.703,0,1.245,0.439,0.44,0.186,0.131,0.122,0.13,0.251,0,0,0,0,0,0,0.005,62.4,30.582,78.901,0.021,2.222,13.129,979.482,339.255,0.013,0.075
5.114,288.432,38.389,-12.235,38.839,12.292,29.727,0.006,29.727,0.012,5.896,1.175,28.61,-80.6,9.791,0.708,0,10.004,-0.022,469.999,33,0.008,0,346.224,225.504,1.935,0.116,1197925.165,0,1.233,0.439,0.44,0.186,0.131,0.122,0.113,0.217,-0,0,0,0,0,0,0.005,62.4,30.582,78.791,0.022,2.205,13.125,979.422,339.253,0.013,0.075
5.13,289.028,38.199,-12.239,38.649,12.28,29.819,0.006,29.819,0.012,5.879,1.004,28.61,-80.6,9.791,0.529,0,13.489,-0.022,469.999,33,0.008,0,346.532,225.504,1.94,0.115,1191946.398,0,1.22,0.439,0.439,0.186,0.131,0.122,0.084,0.162,-0,0,0,0,0,0.001,0.005,62.4,30.582,78.607,0.021,2.185,13.121,979.352,339.25,0.016,0.075
5.151,289.832,37.94,-12.255,38.39,12.277,29.943,0.006,29.943,0.012,5.861,0.729,28.61,-80.6,9.791,0.228,0,16.294,-0.037,469.999,33,0.008,0,347.058,225.504,1.948,0.114,1183874.569,0,1.203,0.439,0.439,0.186,0.131,0.122,0.036,0.069,-0,0,0,0,0,0.001,0.005,62.4,30.582,78.287,0.02,2.16,13.116,979.258,339.247,0.021,0.076
5.183,291.027,37.552,-12.28,38.004,12.286,30.128,0.006,30.128,0.012,5.844,0.363,28.61,-80.6,9.791,0.197,0,-16.266,-0.03,469.999,33,0.008,0,347.109,225.504,1.949,0.113,1172067.403,0,1.179,0.439,0.439,0.186,0.131,0.122,0.031,0.062,0,0,0,0,0,-0.001,0.005,62.4,30.582,77.756,0.017,2.162,13.108,979.117,339.243,0.032,0.076
5.23,292.797,36.968,-12.281,37.426,12.281,30.405,0.006,30.405,0.012,5.837,0.042,28.61,-80.6,9.791,0.586,0,-8.883,0.002,469.999,33,0.008,0,346.421,225.504,1.938,0.112,1154558.807,0,1.145,0.439,0.439,0.186,0.131,0.122,0.093,0.181,-0,0,0,0,0,-0,0.005,62.4,30.582,77.13,0.011,2.181,13.097,978.91,339.236,0.047,0.076
5.249,293.486,36.738,-12.268,37.199,12.268,30.514,0.006,30.514,0.012,5.837,0.022,28.61,-80.6,9.791,0.669,0,-4.858,0.007,469.999,33,0.008,0,346.275,225.504,1.935,0.111,1147721.244,0,1.131,0.439,0.439,0.186,0.131,0.122,0.106,0.206,-0,0,0,0,0,-0,0.005,62.4,30.582,77.002,0.01,2.193,13.092,978.829,339.233,0.019,0.076
5.267,294.14,36.519,-12.222,36.983,12.223,30.619,0.006,30.619,0.012,5.837,0.058,28.61,-80.6,9.791,0.576,0,-1.118,-0.001,469.999,33,0.008,0,346.433,225.504,1.938,0.11,1141463.263,0,1.118,0.439,0.439,0.186,0.131,0.122,0.092,0.177,-0,0,0,0,0,-0,0.005,62.4,30.582,76.95,0.01,2.242,13.088,978.752,339.23,0.018,0.077
5.288,294.906,36.263,-12.154,36.729,12.156,30.741,0.007,30.741,0.012,5.834,0.213,28.61,-80.6,9.791,0.389,0,2.237,0.006,469.999,33,0.008,0,346.758,225.504,1.943,0.11,1134138.594,0,1.103,0.438,0.439,0.186,0.131,0.122,0.062,0.12,0,0,0,0,0,0,0.005,62.4,30.582,76.965,0.011,2.303,13.083,978.662,339.227,0.021,0.077
5.319,296.045,35.881,-12.068,36.35,12.074,30.926,0.007,30.926,0.012,5.824,0.362,28.61,-80.6,9.791,0.195,0,4.588,0.005,469.999,33,0.008,0,347.097,225.504,1.949,0.108,1122441.465,0,1.08,0.438,0.438,0.186,0.131,0.122,0.031,0.06,-0,0,0,0,0,0,0.005,62.4,30.582,77.084,0.013,2.281,13.076,978.529,339.223,0.032,0.077
5.367,297.731,35.312,-11.954,35.785,11.965,31.201,0.007,31.201,0.012,5.803,0.531,28.61,-80.6,9.791,0.05,0,-5.834,0.036,469.999,33,0.008,0,347.348,225.504,1.953,0.107,1104385.176,0,1.045,0.438,0.438,0.186,0.131,0.121,0.008,0.015,0,0,0,0,0,-0,0.005,62.4,30.582,77.357,0.018,2.157,13.065,978.331,339.216,0.047,0.077
5.417,299.482,34.717,-11.843,35.194,11.863,31.49,0.007,31.49,0.012,5.772,0.685,28.61,-80.6,9.791,0.288,0,-2.986,-0.012,469.999,33,0.008,0,346.921,225.504,1.946,0.105,1085677.28,0,1.01,0.438,0.438,0.186,0.13,0.121,0.046,0.089,0,0,0,0,0,-0,0.005,62.4,30.582,77.597,0.023,2.06,13.053,978.126,339.209,0.05,0.078
5.46,300.976,34.205,-11.771,34.684,11.793,31.74,0.007,31.74,0.012,5.74,0.719,28.61,-80.6,9.791,0.364,0,1.271,0.005,469.999,33,0.008,0,346.783,225.504,1.944,0.103,1069666.854,0,0.981,0.438,0.438,0.186,0.13,0.121,0.058,0.112,0,0,0,0,0,0,0.004,62.4,30.582,77.634,0.024,1.993,13.044,977.951,339.203,0.043,0.078
5.497,302.235,33.77,-11.728,34.25,11.747,31.952,0.007,31.952,0.013,5.714,0.668,28.61,-80.6,9.791,0.312,0,5.089,-0.018,469.999,33,0.008,0,346.87,225.504,1.945,0.102,1056223.336,0,0.956,0.438,0.438,0.186,0.13,0.121,0.049,0.096,0,0,0,0,0,0,0.004,62.4,30.582,77.508,0.023,1.962,13.035,977.803,339.198,0.037,0.078
5.542,303.752,33.24,-11.696,33.723,11.708,32.21,0.007,32.21,0.013,5.687,0.517,28.61,-80.6,9.791,0.11,0,7.713,-0.03,469.999,33,0.008,0,347.222,225.504,1.951,0.101,1039931.419,0,0.926,0.438,0.438,0.186,0.13,0.121,0.017,0.033,-0,0,0,0,0,0,0.004,62.4,30.582,77.2,0.02,1.93,13.026,977.625,339.192,0.045,0.078
5.592,305.399,32.656,-11.661,33.144,11.667,32.494,0.007,32.494,0.013,5.665,0.376,28.61,-80.6,9.791,0.095,0,-7.679,0.053,469.999,33,0.008,0,347.245,225.504,1.951,0.099,1022321.535,0,0.895,0.438,0.438,0.186,0.13,0.121,0.015,0.03,-0,0,0,0,0,-0,0.004,62.4,30.582,76.793,0.016,1.934,13.015,977.432,339.186,0.05,0.079
5.642,307.018,32.074,-11.621,32.568,11.624,32.777,0.007,32.777,0.013,5.65,0.261,28.61,-80.6,9.791,0.268,0,-5.23,-0.001,469.999,33,0.008,0,346.933,225.504,1.946,0.097,1004625.395,0,0.864,0.437,0.437,0.186,0.13,0.121,0.042,0.083,0,0,0,0,0,-0,0.004,62.4,30.582,76.458,0.012,1.908,13.004,977.242,339.18,0.05,0.079
5.692,308.607,31.494,-11.543,31.995,11.548,33.059,0.007,33.059,0.013,5.636,0.319,28.61,-80.6,9.791,0.171,0,-2.232,0.007,469.999,33,0.008,0,347.101,225.504,1.949,0.096,987525.106,0,0.835,0.437,0.437,0.186,0.13,0.121,0.027,0.052,0,0,0,0,0,-0,0.004,62.4,30.582,76.281,0.01,1.951,12.994,977.056,339.173,0.05,0.079
5.742,310.167,30.92,-11.445,31.426,11.455,33.34,0.008,33.34,0.013,5.617,0.466,28.61,-80.6,9.791,0.088,0,1.763,-0.005,469.999,33,0.008,0,347.243,225.504,1.951,0.094,970840.414,0,0.806,0.437,0.437,0.186,0.13,0.121,0.014,0.027,0,0,0,0,0,0,0.004,62.4,30.582,76.202,0.013,2.033,12.984,976.873,339.167,0.05,0.079
5.792,311.699,30.349,-11.377,30.86,11.387,33.621,0.008,33.621,0.013,5.592,0.489,28.61,-80.6,9.791,0.15,0,3.35,-0.021,469.999,33,0.008,0,347.128,225.504,1.949,0.092,953562.19,0,0.778,0.437,0.437,0.186,0.13,0.121,0.024,0.046,-0,0,0,0,0,0,0.004,62.4,30.582,76.081,0.018,2.018,12.974,976.693,339.161,0.05,0.08
5.842,313.202,29.782,-11.335,30.298,11.342,33.9,0.008,33.9,0.013,5.57,0.404,28.61,-80.6,9.791,0.021,0,4.315,-0.274,469.999,33,0.008,0,347.353,225.504,1.953,0.091,935855.954,0,0.749,0.437,0.437,0.186,0.13,0.121,0.003,0.006,0,0,0,0,0,0,0.004,62.4,30.582,75.881,0.022,1.931,12.964,976.517,339.155,0.05,0.08
5.892,314.677,29.216,-11.294,29.739,11.299,34.178,0.008,34.178,0.013,5.552,0.321,28.61,-80.6,9.791,0.116,0,-3.739,-0.035,469.999,33,0.008,0,347.179,225.504,1.95,0.089,918250.711,0,0.721,0.437,0.437,0.186,0.129,0.121,0.018,0.036,-0,0,0,0,0,-0,0.004,62.4,30.582,75.671,0.023,1.844,12.955,976.344,339.149,0.05,0.08
5.942,316.124,28.652,-11.241,29.182,11.245,34.455,0.008,34.455,0.013,5.537,0.297,28.61,-80.6,9.791,0.146,0,-2.28,-0.027,469.999,33,0.008,0,347.121,225.504,1.949,0.087,900937.62,0,0.694,0.437,0.437,0.186,0.129,0.121,0.023,0.045,-0,0,0,0,0,-0,0.004,62.4,30.582,75.519,0.022,1.783,12.945,976.174,339.144,0.05,0.08
5.992,317.542,28.092,-11.157,28.629,11.164,34.731,0.008,34.731,0.014,5.519,0.408,28.61,-80.6,9.791,0.093,0,1.891,-0.014,469.999,33,0.008,0,347.212,225.504,1.95,0.086,884598.308,0,0.669,0.436,0.436,0.186,0.129,0.121,0.015,0.029,-0,0,0,0,0,0,0.004,62.4,30.582,75.427,0.021,1.837,12.936,976.008,339.138,0.05,0.08
6.042,318.933,27.536,-11.093,28.08,11.102,35.007,0.008,35.007,0.014,5.497,0.441,28.61,-80.6,9.791,0.187,0,3.478,-0,469.999,33,0.008,0,347.041,225.504,1.948,0.084,867884.274,0,0.644,0.436,0.436,0.186,0.129,0.121,0.029,0.057,-0,0,0,0,0,0,0.004,62.4,30.582,75.297,0.02,1.828,12.927,975.844,339.133,0.05,0.081
6.092,320.296,26.983,-11.038,27.533,11.047,35.281,0.008,35.281,0.014,5.475,0.444,28.61,-80.6,9.791,0.221,0,5.336,0.016,469.999,33,0.008,0,346.978,225.504,1.947,0.082,851356.055,0,0.619,0.436,0.436,0.186,0.129,0.121,0.035,0.067,-0,0,0,0,0,0,0.004,62.4,30.582,75.076,0.018,1.83,12.918,975.685,339.127,0.05,0.081
6.142,321.631,26.432,-11.003,26.989,11.009,35.554,0.009,35.554,0.014,5.454,0.372,28.61,-80.6,9.791,0.083,0,6.807,0.051,469.999,33,0.008,0,347.218,225.504,1.951,0.081,834555.247,0,0.595,0.436,0.436,0.186,0.129,0.121,0.013,0.025,-0,0,0,0,0,0,0.003,62.4,30.582,74.763,0.017,1.785,12.909,975.528,339.122,0.05,0.081
6.192,322.939,25.883,-10.96,26.448,10.965,35.826,0.009,35.826,0.014,5.437,0.344,28.61,-80.6,9.791,0.033,0,7.196,0.188,469.999,33,0.008,0,347.302,225.504,1.952,0.079,818342.961,0,0.572,0.436,0.436,0.186,0.129,0.121,0.005,0.01,-0,0,0,0,0,0,0.003,62.4,30.582,74.407,0.016,1.801,12.901,975.375,339.117,0.05,0.081
6.242,324.22,25.336,-10.92,25.909,10.924,36.098,0.009,36.098,0.014,5.42,0.308,28.61,-80.6,9.791,0.04,0,-7.223,0.191,469.999,33,0.008,0,347.287,225.504,1.952,0.078,802123.919,0,0.549,0.436,0.436,0.186,0.129,0.121,0.006,0.013,0,0,0,0,0,-0,0.003,62.4,30.582,74.042,0.016,1.805,12.893,975.224,339.112,0.05,0.082
6.292,325.473,24.791,-10.874,25.374,10.878,36.368,0.009,36.368,0.014,5.405,0.3,28.61,-80.6,9.791,0.046,0,-6.824,0.187,469.999,33,0.008,0,347.272,225.504,1.951,0.076,786163.902,0,0.527,0.436,0.436,0.186,0.129,0.121,0.007,0.015,0,0,0,0,0,-0,0.003,62.4,30.582,73.69,0.016,1.826,12.884,975.077,339.107,0.05,0.082
6.342,326.699,24.248,-10.835,24.84,10.838,36.638,0.009,36.638,0.014,5.391,0.271,28.61,-80.6,9.791,0.109,0,-6.253,0.031,469.999,33,0.008,0,347.158,225.504,1.95,0.075,769925.074,0,0.506,0.435,0.435,0.186,0.128,0.121,0.017,0.033,0,0,0,0,0,-0,0.003,62.4,30.582,73.361,0.018,1.804,12.876,974.934,339.102,0.05,0.082
6.392,327.898,23.708,-10.783,24.31,10.787,36.908,0.009,36.908,0.014,5.377,0.292,28.61,-80.6,9.791,0.032,0,-5.634,-0.007,469.999,33,0.008,0,347.291,225.504,1.952,0.073,754166.656,0,0.485,0.435,0.435,0.186,0.128,0.121,0.005,0.011,-0,0,0,0,0,-0,0.003,62.4,30.582,73.068,0.021,1.826,12.869,974.793,339.097,0.05,0.082
6.442,329.07,23.17,-10.726,23.782,10.731,37.176,0.009,37.176,0.014,5.362,0.334,28.61,-80.6,9.791,0.111,0,5.903,-0.043,469.999,33,0.008,0,347.147,225.504,1.949,0.072,738698.937,0,0.465,0.435,0.435,0.186,0.128,0.121,0.017,0.034,-0,0,0,0,0,0,0.003,62.4,30.582,72.784,0.022,1.869,12.861,974.656,339.093,0.05,0.083
6.492,330.215,22.635,-10.685,23.258,10.69,37.444,0.009,37.444,0.014,5.345,0.319,28.61,-80.6,9.791,0.095,0,6.667,-0.072,469.999,33,0.008,0,347.172,225.504,1.95,0.07,722745.334,0,0.445,0.435,0.435,0.186,0.128,0.121,0.015,0.029,-0,0,0,0,0,0,0.003,62.4,30.582,72.469,0.023,1.847,12.854,974.521,339.088,0.05,0.083
